date,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome
1998-09-07,Papua New Guinea,New Caledonia,1,0,Oce Cup q & Melanesian Cup,Vanuatu,True,Home Win
1998-09-07,Vanuatu,Fiji,1,2,Oce Cup q & Melanesian Cup,Vanuatu,False,Away Win
1998-09-07,Tahiti,Eastern Samoa,12,0,Oce Cup q & Polynesian Cup,Cook Islands,True,Home Win
1998-09-07,Samoa,Tonga,2,0,Oce Cup q & Polynesian Cup,Cook Islands,True,Home Win
1998-09-08,Cook Islands,Tahiti,0,5,Oce Cup q & Polynesian Cup,Cook Islands,False,Away Win
1998-09-08,Solomon Islands,New Caledonia,3,2,Oce Cup q & Melanesian Cup,Vanuatu,True,Home Win
1998-09-08,Vanuatu,Papua New Guinea,1,1,Oce Cup q & Melanesian Cup,Vanuatu,False,Draw
1998-09-08,Samoa,Eastern Samoa,4,0,Oce Cup q & Polynesian Cup,Cook Islands,True,Home Win
1998-09-09,Kuwait,Lebanon,0,0,Friendly,Kuwait,False,Draw
1998-09-10,Vanuatu,Solomon Islands,3,1,Oce Cup q & Melanesian Cup,Vanuatu,False,Home Win
1998-09-10,Fiji,Papua New Guinea,2,0,Oce Cup q & Melanesian Cup,Vanuatu,True,Home Win
1998-09-11,Saudi Arabia,Tanzania,8,0,Friendly,Saudi Arabia,False,Home Win
1998-09-12,Syria,Oman,3,0,Friendly,Syria,False,Home Win
1998-09-12,Namibia,Mozambique,2,1,COSAFA Cup,Namibia,False,Home Win
1998-09-12,Vanuatu,New Caledonia,3,2,Oce Cup q & Melanesian Cup,Vanuatu,False,Home Win
1998-09-12,Fiji,Solomon Islands,1,1,Oce Cup q & Melanesian Cup,Vanuatu,True,Draw
1998-09-13,Kuwait,North Korea,4,0,Friendly,Kuwait,False,Home Win
1998-09-13,Bahrain,Libya,2,2,Friendly,Qatar,True,Draw
1998-09-14,Saudi Arabia,Sudan,2,1,Friendly,Saudi Arabia,False,Home Win
1998-09-15,Syria,Oman,0,0,Friendly,Syria,False,Draw
1998-09-16,United Arab Emirates,Libya,5,1,Friendly,United Arab Emirates,False,Home Win
1998-09-16,Egypt,Ivory Coast,0,0,Friendly,Egypt,False,Draw
1998-09-16,Qatar,Sudan,1,1,Friendly,Qatar,False,Draw
1998-09-17,Saudi Arabia,Senegal,3,2,Friendly,Saudi Arabia,False,Home Win
1998-09-18,Bahrain,Syria,2,0,Friendly,Bahrain,False,Home Win
1998-09-19,Solomon Islands,Papua New Guinea,2,1,Friendly,Solomon Islands,False,Home Win
1998-09-20,Togo,Mali,0,1,Friendly,Togo,False,Away Win
1998-09-22,Oman,Zambia,2,0,Friendly,Oman,False,Home Win
1998-09-22,Qatar,Libya,2,1,Arab Cup,Qatar,False,Home Win
1998-09-23,Estonia,Egypt,2,2,Friendly,Estonia,False,Draw
1998-09-23,Brazil,Yugoslavia,1,1,Friendly,Brazil,False,Draw
1998-09-23,Spain,Russia,1,0,Friendly,Spain,False,Home Win
1998-09-24,Jordan,Libya,2,1,Arab Cup,Qatar,True,Home Win
1998-09-24,Oman,Zambia,1,1,Friendly,Oman,False,Draw
1998-09-25,Australia,Fiji,3,1,Oceania Nations Cup,Australia,False,Home Win
1998-09-25,New Zealand,Tahiti,1,0,Oceania Nations Cup,Australia,True,Home Win
1998-09-26,Qatar,Jordan,2,0,Arab Cup,Qatar,False,Home Win
1998-09-26,Kuwait,Syria,4,0,Arab Cup,Qatar,True,Home Win
1998-09-27,Mali,Burkina Faso,1,0,Friendly,Mali,False,Home Win
1998-09-27,Zimbabwe,Zambia,0,1,COSAFA Cup,Zimbabwe,False,Away Win
1998-09-27,United Arab Emirates,Sudan,4,1,Arab Cup,Qatar,True,Home Win
1998-09-27,Saudi Arabia,Lebanon,4,1,Arab Cup,Qatar,True,Home Win
1998-09-28,Australia,Cook Islands,16,0,Oceania Nations Cup,Australia,False,Home Win
1998-09-28,New Zealand,Vanuatu,8,1,Oceania Nations Cup,Australia,True,Home Win
1998-09-29,Saudi Arabia,Kuwait,2,1,Arab Cup,Qatar,True,Home Win
1998-09-29,Qatar,United Arab Emirates,2,1,Arab Cup,Qatar,False,Home Win
1998-09-29,Macedonia,Egypt,2,2,Friendly,Macedonia,False,Draw
1998-09-30,Tahiti,Vanuatu,5,1,Oceania Nations Cup,Australia,True,Home Win
1998-09-30,Fiji,Cook Islands,3,0,Oceania Nations Cup,Australia,True,Home Win
1998-10-01,Kuwait,United Arab Emirates,4,1,Arab Cup,Qatar,True,Home Win
1998-10-01,Qatar,Saudi Arabia,1,3,Arab Cup,Qatar,False,Away Win
1998-10-02,New Zealand,Fiji,1,0,Oceania Nations Cup,Australia,True,Home Win
1998-10-02,Uganda,Algeria,2,1,African Nations Cup qualifier,Uganda,False,Home Win
1998-10-02,Australia,Tahiti,4,1,Oceania Nations Cup,Australia,False,Home Win
1998-10-03,Bahrain,Sudan,2,3,Friendly,Bahrain,False,Away Win
1998-10-03,South Africa,Angola,1,0,African Nations Cup qualifier,South Africa,False,Home Win
1998-10-03,Kenya,Madagascar,1,1,African Nations Cup qualifier,Kenya,False,Draw
1998-10-03,Morocco,Sierra Leone,3,0,African Nations Cup qualifier,Morocco,False,Home Win
1998-10-03,Namibia,Congo,0,1,African Nations Cup qualifier,Namibia,False,Away Win
1998-10-04,Fiji,Tahiti,4,2,Oceania Nations Cup,Australia,True,Home Win
1998-10-04,Mozambique,Eritrea,3,1,African Nations Cup qualifier,Mozambique,False,Home Win
1998-10-04,Mali,Ivory Coast,0,1,African Nations Cup qualifier,Mali,False,Away Win
1998-10-04,Tunisia,Liberia,2,1,African Nations Cup qualifier,Tunisia,False,Home Win
1998-10-04,Togo,Guinea,2,0,African Nations Cup qualifier,Togo,False,Home Win
1998-10-04,Australia,New Zealand,0,1,Oceania Nations Cup,Australia,False,Away Win
1998-10-04,Burkina Faso,Nigeria,0,0,African Nations Cup qualifier,Burkina Faso,False,Draw
1998-10-04,Gabon,Mauritius,2,0,African Nations Cup qualifier,Gabon,False,Home Win
1998-10-04,Zambia,DR Congo,1,1,African Nations Cup qualifier,Zambia,False,Draw
1998-10-04,Cameroon,Ghana,1,3,African Nations Cup qualifier,Cameroon,False,Away Win
1998-10-10,Portugal,Romania,0,1,European Championship qual,Portugal,False,Away Win
1998-10-10,Bosnia and Herzegovina,Czechia,1,3,European Championship qual,Bosnia and Herzegovina,False,Away Win
1998-10-10,Armenia,Iceland,0,0,European Championship qual,Armenia,False,Draw
1998-10-10,Malta,Croatia,1,4,European Championship qual,Malta,False,Away Win
1998-10-10,Liechtenstein,Slovakia,0,4,European Championship qual,Liechtenstein,False,Away Win
1998-10-10,San Marino,Israel,0,5,European Championship qual,San Marino,False,Away Win
1998-10-10,Andorra,Ukraine,0,2,European Championship qual,Andorra,False,Away Win
1998-10-10,Lithuania,Faroe Islands,0,0,European Championship qual,Lithuania,False,Draw
1998-10-10,Latvia,Georgia,1,0,European Championship qual,Latvia,False,Home Win
1998-10-10,Poland,Luxembourg,3,0,European Championship qual,Poland,False,Home Win
1998-10-10,England,Bulgaria,0,0,European Championship qual,England,False,Draw
1998-10-10,Turkey,Germany,1,0,European Championship qual,Turkey,False,Home Win
1998-10-10,Italy,Switzerland,2,0,European Championship qual,Italy,False,Home Win
1998-10-10,Russia,France,2,3,European Championship qual,Russia,False,Away Win
1998-10-10,Azerbaijan,Hungary,0,4,European Championship qual,Azerbaijan,False,Away Win
1998-10-10,Cyprus,Austria,0,3,European Championship qual,Cyprus,False,Away Win
1998-10-10,Northern Ireland,Finland,1,0,European Championship qual,Northern Ireland,False,Home Win
1998-10-10,Denmark,Wales,1,2,European Championship qual,Denmark,False,Away Win
1998-10-10,Slovenia,Norway,1,2,European Championship qual,Slovenia,False,Away Win
1998-10-10,Scotland,Estonia,3,2,European Championship qual,Scotland,False,Home Win
1998-10-10,Netherlands,Peru,2,0,Friendly,Netherlands,False,Home Win
1998-10-13,Netherlands,Ghana,0,0,Friendly,Netherlands,False,Draw
1998-10-13,Kuwait,Iran,3,0,Friendly,Kuwait,False,Home Win
1998-10-14,Czechia,Estonia,4,1,European Championship qual,Czechia,False,Home Win
1998-10-14,Liechtenstein,Azerbaijan,2,1,European Championship qual,Liechtenstein,False,Home Win
1998-10-14,Croatia,Macedonia,3,2,European Championship qual,Croatia,False,Home Win
1998-10-14,Greece,Georgia,3,0,European Championship qual,Greece,False,Home Win
1998-10-14,Ukraine,Armenia,2,0,European Championship qual,Ukraine,False,Home Win
1998-10-14,Ireland,Malta,5,0,European Championship qual,Ireland,False,Home Win
1998-10-14,Lithuania,Bosnia and Herzegovina,4,2,European Championship qual,Lithuania,False,Home Win
1998-10-14,Slovenia,Latvia,1,0,European Championship qual,Slovenia,False,Home Win
1998-10-14,Slovakia,Portugal,0,3,European Championship qual,Slovakia,False,Away Win
1998-10-14,Israel,Spain,1,2,European Championship qual,Israel,False,Away Win
1998-10-14,Iceland,Russia,1,0,European Championship qual,Iceland,False,Home Win
1998-10-14,Switzerland,Denmark,1,1,European Championship qual,Switzerland,False,Draw
1998-10-14,Norway,Albania,2,2,European Championship qual,Norway,False,Draw
1998-10-14,Bulgaria,Sweden,0,1,European Championship qual,Bulgaria,False,Away Win
1998-10-14,Moldova,Germany,1,3,European Championship qual,Moldova,False,Away Win
1998-10-14,Turkey,Finland,1,3,European Championship qual,Turkey,False,Away Win
1998-10-14,France,Andorra,2,0,European Championship qual,France,False,Home Win
1998-10-14,Hungary,Romania,1,1,European Championship qual,Hungary,False,Draw
1998-10-14,San Marino,Austria,1,4,European Championship qual,San Marino,False,Away Win
1998-10-14,Wales,Belarus,3,2,European Championship qual,Wales,False,Home Win
1998-10-14,Luxembourg,England,0,3,European Championship qual,Luxembourg,False,Away Win
1998-10-14,Scotland,Faroe Islands,2,1,European Championship qual,Scotland,False,Home Win
1998-10-14,Brazil,Ecuador,5,1,Friendly,United States,True,Home Win
1998-10-17,United Arab Emirates,Sudan,2,1,Friendly tournament,United Arab Emirates,False,Home Win
1998-10-17,Qatar,Burkina Faso,2,2,Friendly,Qatar,False,Draw
1998-10-17,Lebanon,Syria,3,3,Friendly tournament,United Arab Emirates,True,Draw
1998-10-19,Lebanon,Sudan,1,1,Friendly tournament,United Arab Emirates,True,Draw
1998-10-19,United Arab Emirates,Syria,1,0,Friendly tournament,United Arab Emirates,False,Home Win
1998-10-19,Oman,Burkina Faso,4,2,Friendly,Oman,False,Home Win
1998-10-21,United Arab Emirates,Lebanon,1,0,Friendly tournament,United Arab Emirates,False,Home Win
1998-10-21,Syria,Sudan,3,2,Friendly tournament,United Arab Emirates,True,Home Win
1998-10-21,Oman,Burkina Faso,0,0,Friendly,Oman,False,Draw
1998-10-23,Bahrain,Burkina Faso,2,1,Friendly,Bahrain,False,Home Win
1998-10-27,Cyprus,Kuwait,5,3,Friendly,Cyprus,False,Home Win
1998-10-28,Japan,Egypt,1,0,Friendly,Japan,False,Home Win
1998-10-30,Bahrain,United Arab Emirates,0,1,Gulf Cup,Bahrain,False,Away Win
1998-10-31,Saudi Arabia,Kuwait,2,1,Gulf Cup,Bahrain,True,Home Win
1998-10-31,Oman,Qatar,2,1,Gulf Cup,Bahrain,True,Home Win
1998-11-02,Bahrain,Saudi Arabia,1,1,Gulf Cup,Bahrain,False,Draw
1998-11-02,Kuwait,Qatar,6,2,Gulf Cup,Bahrain,True,Home Win
1998-11-03,United Arab Emirates,Oman,3,2,Gulf Cup,Bahrain,True,Home Win
1998-11-04,Bulgaria,Algeria,0,0,Friendly,Bulgaria,False,Draw
1998-11-05,Saudi Arabia,Oman,1,0,Gulf Cup,Bahrain,True,Home Win
1998-11-05,Qatar,United Arab Emirates,0,0,Gulf Cup,Bahrain,True,Draw
1998-11-06,United States,Australia,0,0,Friendly,United States,False,Draw
1998-11-06,Bahrain,Kuwait,0,2,Gulf Cup,Bahrain,False,Away Win
1998-11-07,Tunisia,Zimbabwe,1,1,Friendly,Tunisia,False,Draw
1998-11-08,Saudi Arabia,United Arab Emirates,1,0,Gulf Cup,Bahrain,True,Home Win
1998-11-08,Bahrain,Qatar,0,0,Gulf Cup,Bahrain,False,Draw
1998-11-09,Kuwait,Oman,5,0,Gulf Cup,Bahrain,True,Home Win
1998-11-10,Tunisia,Latvia,3,0,Friendly,Tunisia,False,Home Win
1998-11-10,Slovakia,Poland,1,3,Friendly,Slovakia,False,Away Win
1998-11-11,Qatar,Saudi Arabia,0,0,Gulf Cup,Bahrain,True,Draw
1998-11-12,Kuwait,United Arab Emirates,4,1,Gulf Cup,Bahrain,True,Home Win
1998-11-12,Bahrain,Oman,2,2,Gulf Cup,Bahrain,False,Draw
1998-11-15,Sri Lanka,Maldives,2,2,Friendly tournament,Sri Lanka,False,Draw
1998-11-16,India,Uzbekistan,0,0,Friendly,India,False,Draw
1998-11-17,Mexico,El Salvador,2,0,Friendly tournament,United States,True,Home Win
1998-11-17,Guatemala,Honduras,3,3,Friendly tournament,United States,True,Draw
1998-11-18,Italy,Spain,2,2,Friendly,Italy,False,Draw
1998-11-18,Portugal,Israel,2,0,Friendly,Portugal,False,Home Win
1998-11-18,Yugoslavia,Ireland,1,0,European Championship qual,Yugoslavia,False,Home Win
1998-11-18,Germany,Netherlands,1,1,Friendly,Germany,False,Draw
1998-11-18,San Marino,Cyprus,0,1,European Championship qual,San Marino,False,Away Win
1998-11-18,Malta,Macedonia,1,2,European Championship qual,Malta,False,Away Win
1998-11-18,Albania,Greece,0,0,European Championship qual,Albania,False,Draw
1998-11-18,Luxembourg,Belgium,0,0,Friendly,Luxembourg,False,Draw
1998-11-18,Georgia,Estonia,3,1,Friendly,Georgia,False,Home Win
1998-11-18,Northern Ireland,Moldova,2,2,European Championship qual,Northern Ireland,False,Draw
1998-11-18,England,Czechia,2,0,Friendly,England,False,Home Win
1998-11-18,Hungary,Switzerland,2,0,Friendly,Hungary,False,Home Win
1998-11-18,Brazil,Russia,5,1,Friendly,Brazil,False,Home Win
1998-11-18,Guatemala,Mexico,2,2,Friendly tournament,United States,True,Draw
1998-11-18,Honduras,El Salvador,2,1,Friendly tournament,United States,True,Home Win
1998-11-18,Egypt,Norway,1,1,Friendly,Egypt,False,Draw
1998-11-18,Lebanon,Iraq,0,2,Friendly,Lebanon,False,Away Win
1998-11-19,India,Uzbekistan,0,4,Friendly,India,False,Away Win
1998-11-19,Hong Kong,Vietnam,1,1,Friendly,Hong Kong,False,Draw
1998-11-21,Thailand,Turkmenistan,3,3,Friendly,Thailand,False,Draw
1998-11-21,Armenia,Estonia,2,1,Friendly,Armenia,False,Home Win
1998-11-22,China,South Korea,0,0,Friendly,China,False,Draw
1998-11-24,Thailand,Qatar,0,0,Friendly,Thailand,False,Draw
1998-11-25,Singapore,United Arab Emirates,0,4,Friendly,Singapore,False,Away Win
1998-11-27,Thailand,Nepal,2,0,Friendly,Thailand,False,Home Win
1998-11-28,Azerbaijan,Estonia,2,1,Friendly,Azerbaijan,False,Home Win
1998-11-30,China,Lebanon,4,1,Asian Games,Thailand,True,Home Win
1998-11-30,Turkmenistan,Vietnam,2,0,Asian Games,Thailand,True,Home Win
1998-11-30,Oman,Hong Kong,6,0,Asian Games,Thailand,True,Home Win
1998-12-01,Japan,Nepal,5,0,Asian Games,Thailand,True,Home Win
1998-12-01,Iran,Kazakhstan,2,0,Asian Games,Thailand,True,Home Win
1998-12-01,Kuwait,Mongolia,11,0,Asian Games,Thailand,True,Home Win
1998-12-01,Tajikistan,Maldives,3,0,Asian Games,Thailand,True,Home Win
1998-12-02,China,Cambodia,4,1,Asian Games,Thailand,True,Home Win
1998-12-02,Turkmenistan,South Korea,3,2,Asian Games,Thailand,True,Home Win
1998-12-02,Thailand,Hong Kong,5,0,Asian Games,Thailand,False,Home Win
1998-12-02,North Korea,United Arab Emirates,3,3,Asian Games,Thailand,True,Draw
1998-12-03,Mali,Ghana,0,2,Friendly,Mali,False,Away Win
1998-12-03,Qatar,Tajikistan,2,1,Asian Games,Thailand,True,Home Win
1998-12-03,Kuwait,Uzbekistan,3,3,Asian Games,Thailand,True,Draw
1998-12-03,Japan,India,1,0,Asian Games,Thailand,True,Home Win
1998-12-03,Kazakhstan,Laos,5,0,Asian Games,Thailand,True,Home Win
1998-12-04,Lebanon,Cambodia,5,1,Asian Games,Thailand,True,Home Win
1998-12-04,South Korea,Vietnam,4,0,Asian Games,Thailand,True,Home Win
1998-12-04,Thailand,Oman,2,0,Asian Games,Thailand,False,Home Win
1998-12-05,India,Nepal,1,0,Asian Games,Thailand,True,Home Win
1998-12-05,Iran,Laos,6,1,Asian Games,Thailand,True,Home Win
1998-12-05,Uzbekistan,Mongolia,15,0,Asian Games,Thailand,True,Home Win
1998-12-05,Qatar,Maldives,4,0,Asian Games,Thailand,True,Home Win
1998-12-05,Sint Maarten,Antigua and Barbuda,0,2,Leeward Islands Champ,Sint Maarten,False,Away Win
1998-12-06,Saint Kitts,Antigua and Barbuda,3,1,Leeward Islands Champ,Sint Maarten,True,Home Win
1998-12-06,British Virgin Islands,St Vincent & Grenadines,0,5,Friendly,British Virgin Islands,False,Away Win
1998-12-07,Uzbekistan,North Korea,4,0,Asian Games,Thailand,True,Home Win
1998-12-07,Kuwait,United Arab Emirates,5,0,Asian Games,Thailand,True,Home Win
1998-12-07,South Korea,Japan,2,0,Asian Games,Thailand,True,Home Win
1998-12-07,Turkmenistan,India,3,2,Asian Games,Thailand,True,Home Win
1998-12-08,China,Tajikistan,3,1,Asian Games,Thailand,True,Home Win
1998-12-08,Qatar,Lebanon,1,0,Asian Games,Thailand,True,Home Win
1998-12-08,Oman,Iran,4,2,Asian Games,Thailand,True,Home Win
1998-12-08,Thailand,Kazakhstan,1,1,Asian Games,Thailand,False,Draw
1998-12-09,North Korea,Turkmenistan,1,1,Asian Games,Thailand,True,Draw
1998-12-09,Japan,Kuwait,2,1,Asian Games,Thailand,True,Home Win
1998-12-09,Uzbekistan,India,2,0,Asian Games,Thailand,True,Home Win
1998-12-09,South Korea,United Arab Emirates,2,1,Asian Games,Thailand,True,Home Win
1998-12-10,Iran,Tajikistan,5,0,Asian Games,Thailand,True,Home Win
1998-12-10,Kazakhstan,Qatar,2,0,Asian Games,Thailand,True,Home Win
1998-12-10,China,Oman,6,1,Asian Games,Thailand,True,Home Win
1998-12-10,Thailand,Lebanon,1,0,Asian Games,Thailand,False,Home Win
1998-12-11,South Korea,Kuwait,1,0,Asian Games,Thailand,True,Home Win
1998-12-11,Turkmenistan,Uzbekistan,1,1,Asian Games,Thailand,True,Draw
1998-12-11,United Arab Emirates,Japan,1,0,Asian Games,Thailand,True,Home Win
1998-12-11,North Korea,India,2,0,Asian Games,Thailand,True,Home Win
1998-12-12,Iran,China,2,1,Asian Games,Thailand,True,Home Win
1998-12-12,Lebanon,Kazakhstan,3,0,Asian Games,Thailand,True,Home Win
1998-12-12,Thailand,Qatar,1,2,Asian Games,Thailand,False,Away Win
1998-12-12,Oman,Tajikistan,3,3,Asian Games,Thailand,True,Draw
1998-12-13,Burundi,Senegal,1,0,African Nations Cup qualifier,Burundi,False,Home Win
1998-12-14,China,Turkmenistan,3,0,Asian Games,Thailand,True,Home Win
1998-12-14,Iran,Uzbekistan,4,0,Asian Games,Thailand,True,Home Win
1998-12-14,Thailand,South Korea,2,1,Asian Games,Thailand,False,Home Win
1998-12-14,Kuwait,Qatar,0,0,Asian Games,Thailand,True,Draw
1998-12-16,Iran,China,1,0,Asian Games,Thailand,True,Home Win
1998-12-16,Thailand,Kuwait,0,3,Asian Games,Thailand,False,Away Win
1998-12-16,South Africa,Egypt,2,1,Friendly tournament,South Africa,False,Home Win
1998-12-19,Iran,Kuwait,2,0,Asian Games,Thailand,True,Home Win
1998-12-19,Thailand,China,0,3,Asian Games,Thailand,False,Away Win
1998-12-23,Israel,Yugoslavia,2,0,Friendly,Israel,False,Home Win
1998-12-24,Morocco,Bulgaria,4,1,Friendly,Morocco,False,Home Win
1998-12-27,Kuwait,Egypt,1,1,Friendly,Kuwait,False,Draw
1999-01-03,Ivory Coast,Togo,3,1,Friendly,Ivory Coast,False,Home Win
1999-01-04,Burkina Faso,Gabon,2,1,Friendly,Burkina Faso,False,Home Win
1999-01-10,Burkina Faso,Mali,1,0,Friendly,Burkina Faso,False,Home Win
1999-01-10,Senegal,Guinea,1,0,Friendly,Senegal,False,Home Win
1999-01-12,Bermuda,Antigua and Barbuda,1,0,Friendly,Bermuda,False,Home Win
1999-01-13,Senegal,Guinea,1,0,Friendly,Senegal,False,Home Win
1999-01-14,Bermuda,Antigua and Barbuda,0,1,Friendly,Bermuda,False,Away Win
1999-01-15,Burkina Faso,Mali,4,1,Friendly,Burkina Faso,False,Home Win
1999-01-18,Togo,Burkina Faso,1,2,Friendly,Togo,False,Away Win
1999-01-18,Israel,Estonia,7,0,Friendly tournament,Israel,False,Home Win
1999-01-20,France,Morocco,1,0,Friendly,France,False,Home Win
1999-01-20,Israel,Norway,0,1,Friendly tournament,Israel,False,Away Win
1999-01-22,Estonia,Norway,3,3,Friendly tournament,Israel,True,Draw
1999-01-22,Algeria,Tunisia,0,1,African Nations Cup qualifier,Algeria,False,Away Win
1999-01-23,Mauritius,South Africa,1,1,African Nations Cup qualifier,Mauritius,False,Draw
1999-01-23,Zimbabwe,Malawi,3,0,Friendly,Zimbabwe,False,Home Win
1999-01-23,Nigeria,Burundi,2,0,African Nations Cup qualifier,Nigeria,False,Home Win
1999-01-23,Eritrea,Cameroon,0,0,African Nations Cup qualifier,Eritrea,False,Draw
1999-01-23,Senegal,Burkina Faso,1,1,African Nations Cup qualifier,Senegal,False,Draw
1999-01-24,DR Congo,Kenya,2,1,African Nations Cup qualifier,DR Congo,False,Home Win
1999-01-24,Liberia,Uganda,2,0,African Nations Cup qualifier,Liberia,False,Home Win
1999-01-24,Zimbabwe,Malawi,1,0,Friendly,Zimbabwe,False,Home Win
1999-01-24,Madagascar,Zambia,1,2,African Nations Cup qualifier,Madagascar,False,Away Win
1999-01-24,Ghana,Mozambique,1,0,African Nations Cup qualifier,Ghana,False,Home Win
1999-01-24,Guinea,Morocco,1,1,African Nations Cup qualifier,Guinea,False,Draw
1999-01-24,Congo,Mali,0,0,African Nations Cup qualifier,Congo,False,Draw
1999-01-24,Angola,Gabon,3,1,African Nations Cup qualifier,Angola,False,Home Win
1999-01-24,Ivory Coast,Namibia,3,0,African Nations Cup qualifier,Ivory Coast,False,Home Win
1999-01-24,Bolivia,United States,0,0,Friendly,Bolivia,False,Draw
1999-01-27,Malta,Bosnia and Herzegovina,2,1,Friendly,Malta,False,Home Win
1999-01-28,Costa Rica,Ecuador,0,0,Friendly,Costa Rica,False,Draw
1999-01-29,Vietnam,Singapore,1,0,Friendly tournament,Vietnam,False,Home Win
1999-01-31,Ethiopia,Kenya,2,2,Friendly,Ethiopia,False,Draw
1999-02-03,Guatemala,Ecuador,0,0,Friendly,Guatemala,False,Draw
1999-02-03,Martinique,French Guiana,3,1,CONCACAF Ch & Car Cup q,Martinique,False,Home Win
1999-02-03,Venezuela,Argentina,0,2,Friendly,Venezuela,False,Away Win
1999-02-03,Cyprus,Belgium,0,1,Friendly tournament,Cyprus,False,Away Win
1999-02-03,Greece,Finland,2,1,Friendly tournament,Cyprus,True,Home Win
1999-02-03,Malta,Poland,0,1,Friendly,Malta,False,Away Win
1999-02-03,Andorra,Faroe Islands,0,0,Friendly,Spain,True,Draw
1999-02-05,British Virgin Islands,Montserrat,3,1,CONCACAF Ch & Car Cup q,British Virgin Islands,False,Home Win
1999-02-05,Greece,Belgium,1,0,Friendly tournament,Cyprus,True,Home Win
1999-02-05,Cyprus,Finland,2,1,Friendly tournament,Cyprus,False,Home Win
1999-02-06,United States,Germany,3,0,Friendly,United States,False,Home Win
1999-02-06,Switzerland,Slovenia,2,0,Friendly tournament,Oman,True,Home Win
1999-02-07,British Virgin Islands,Montserrat,3,0,CONCACAF Ch & Car Cup q,British Virgin Islands,False,Home Win
1999-02-07,Lesotho,Namibia,1,0,COSAFA Cup,Lesotho,False,Home Win
1999-02-08,Oman,Slovenia,0,7,Friendly tournament,Oman,False,Away Win
1999-02-09,Colombia,Germany,3,3,Friendly,United States,True,Draw
1999-02-09,Belgium,Czechia,0,1,Friendly,Belgium,False,Away Win
1999-02-09,Israel,Belarus,2,1,Friendly,Israel,False,Home Win
1999-02-10,Malta,Yugoslavia,0,3,European Championship qual,Malta,False,Away Win
1999-02-10,Cyprus,San Marino,4,0,European Championship qual,Cyprus,False,Home Win
1999-02-10,Croatia,Denmark,0,1,Friendly,Croatia,False,Away Win
1999-02-10,Finland,Poland,1,1,Friendly,Malta,True,Draw
1999-02-10,Italy,Norway,0,0,Friendly,Italy,False,Draw
1999-02-10,Netherlands,Portugal,0,0,Friendly,France,True,Draw
1999-02-10,Albania,Macedonia,2,0,Friendly,Albania,False,Home Win
1999-02-10,Peru,Ecuador,1,2,Friendly,Peru,False,Away Win
1999-02-10,Ireland,Paraguay,2,0,Friendly,Ireland,False,Home Win
1999-02-10,Argentina,Mexico,1,0,Friendly,United States,True,Home Win
1999-02-10,Jamaica,Costa Rica,1,1,Friendly,Jamaica,False,Draw
1999-02-10,Tunisia,Sweden,0,1,Friendly,Tunisia,False,Away Win
1999-02-10,Oman,Switzerland,1,2,Friendly tournament,Oman,False,Away Win
1999-02-10,England,France,0,2,Friendly,England,False,Away Win
1999-02-13,Saint Lucia,Antigua and Barbuda,0,0,Friendly,Saint Lucia,False,Draw
1999-02-15,Kuwait,Iran,1,2,Friendly tournament,Kuwait,False,Away Win
1999-02-16,Egypt,Bulgaria,3,1,Friendly tournament,Hong Kong,True,Home Win
1999-02-17,Ecuador,Peru,1,2,Friendly,Ecuador,False,Away Win
1999-02-17,Guatemala,Chile,1,1,Friendly,Guatemala,False,Draw
1999-02-19,Mexico,Egypt,3,0,Friendly tournament,Hong Kong,True,Home Win
1999-02-20,Botswana,South Africa,1,2,COSAFA Cup,Botswana,False,Away Win
1999-02-20,Zimbabwe,Zambia,1,1,Friendly,Zimbabwe,False,Draw
1999-02-20,Gabon,Burkina Faso,1,1,Friendly,Gabon,False,Draw
1999-02-21,United States,Chile,2,1,Friendly,United States,False,Home Win
1999-02-22,Suriname,Guyana,2,1,Friendly,Suriname,False,Home Win
1999-02-23,Thailand,North Korea,2,2,King's Cup,Thailand,False,Draw
1999-02-24,Israel,Latvia,2,0,Friendly,Israel,False,Home Win
1999-02-24,Bahamas,Turks and Caicos Islands,3,0,CONCACAF Ch & Car Cup q,Bahamas,False,Home Win
1999-02-24,Saint Lucia,Grenada,1,2,Friendly,Saint Lucia,False,Away Win
1999-02-24,Costa Rica,Jamaica,9,0,Friendly,Costa Rica,False,Home Win
1999-02-26,Turks and Caicos Islands,US Virgin Islands,2,2,CONCACAF Ch & Car Cup q,Bahamas,True,Draw
1999-02-27,South Africa,Gabon,4,1,African Nations Cup qualifier,South Africa,False,Home Win
1999-02-28,Congo,Ivory Coast,1,0,African Nations Cup qualifier,Congo,False,Home Win
1999-02-28,British Virgin Islands,Antigua and Barbuda,0,2,Friendly,British Virgin Islands,False,Away Win
1999-02-28,Bahamas,US Virgin Islands,0,0,CONCACAF Ch & Car Cup q,Bahamas,False,Draw
1999-02-28,Guyana,Barbados,2,2,CONCACAF Ch & Car Cup q,Guyana,False,Draw
1999-02-28,Liberia,Algeria,1,1,African Nations Cup qualifier,Liberia,False,Draw
1999-02-28,Cameroon,Mozambique,1,0,African Nations Cup qualifier,Cameroon,False,Home Win
1999-02-28,Togo,Morocco,2,3,African Nations Cup qualifier,Togo,False,Away Win
1999-02-28,Ghana,Eritrea,5,0,African Nations Cup qualifier,Ghana,False,Home Win
1999-02-28,Senegal,Nigeria,1,1,African Nations Cup qualifier,Senegal,False,Draw
