date,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome
1990-09-02,Swaziland,Angola,1,1,African Nations Cup qualifier,Swaziland,False,Draw
1990-09-02,Burkina Faso,Togo,2,0,African Nations Cup qualifier,Burkina Faso,False,Home Win
1990-09-02,Ghana,Nigeria,1,0,African Nations Cup qualifier,Ghana,False,Home Win
1990-09-02,Tanzania,Gabon,0,0,African Nations Cup qualifier,Tanzania,False,Draw
1990-09-02,Uganda,Zaire,2,1,African Nations Cup qualifier,Uganda,False,Home Win
1990-09-02,Mozambique,Kenya,2,1,African Nations Cup qualifier,Mozambique,False,Home Win
1990-09-02,Chad,Egypt,0,0,African Nations Cup qualifier,Chad,False,Draw
1990-09-02,Madagascar,Zambia,0,0,African Nations Cup qualifier,Madagascar,False,Draw
1990-09-05,Greece,Albania,1,0,Friendly,Greece,False,Home Win
1990-09-05,Hungary,Turkey,4,1,Friendly,Hungary,False,Home Win
1990-09-05,Iceland,France,1,2,European Championship qual,Iceland,False,Away Win
1990-09-05,Sweden,Denmark,0,1,Friendly,Sweden,False,Away Win
1990-09-06,South Korea,Australia,1,0,Friendly,South Korea,False,Home Win
1990-09-08,Malaysia,Yemen,0,1,Friendly,Malaysia,False,Away Win
1990-09-09,South Korea,Australia,1,0,Friendly,South Korea,False,Home Win
1990-09-11,Denmark,Wales,1,0,Friendly,Denmark,False,Home Win
1990-09-12,Switzerland,Bulgaria,2,0,European Championship qual,Switzerland,False,Home Win
1990-09-12,England,Hungary,1,0,Friendly,England,False,Home Win
1990-09-12,Finland,Portugal,0,0,European Championship qual,Finland,False,Draw
1990-09-12,Soviet Union,Norway,2,0,European Championship qual,Soviet Union,False,Home Win
1990-09-12,Belgium,East Germany,0,2,Friendly,Belgium,False,Away Win
1990-09-12,Scotland,Romania,2,1,European Championship qual,Scotland,False,Home Win
1990-09-12,Northern Ireland,Yugoslavia,0,2,European Championship qual,Northern Ireland,False,Away Win
1990-09-12,Spain,Brazil,3,0,Friendly,Spain,False,Home Win
1990-09-12,Ireland,Morocco,1,0,Friendly,Ireland,False,Home Win
1990-09-12,Faroe Islands,Austria,1,0,European Championship qual,Sweden,True,Home Win
1990-09-13,Singapore,Malaysia,3,0,Friendly,Singapore,False,Home Win
1990-09-15,United States,Trinidad and Tobago,3,0,Friendly,United States,False,Home Win
1990-09-23,China,Pakistan,3,0,Asian Games,China,False,Home Win
1990-09-23,South Korea,Singapore,7,0,Asian Games,China,True,Home Win
1990-09-23,Kuwait,Hong Kong,2,1,Asian Games,China,True,Home Win
1990-09-23,Thailand,Yemen,0,0,Asian Games,China,True,Draw
1990-09-24,Iran,Malaysia,3,0,Asian Games,China,True,Home Win
1990-09-24,Saudi Arabia,Bangladesh,4,0,Asian Games,China,True,Home Win
1990-09-25,Thailand,Hong Kong,2,0,Asian Games,China,True,Home Win
1990-09-25,Kuwait,Yemen,0,0,Asian Games,China,True,Draw
1990-09-25,South Korea,Pakistan,7,0,Asian Games,China,True,Home Win
1990-09-25,China,Singapore,5,1,Asian Games,China,False,Home Win
1990-09-26,Japan,Bangladesh,3,0,Asian Games,China,True,Home Win
1990-09-26,Malaysia,North Korea,0,0,Asian Games,China,True,Draw
1990-09-26,Italy,Netherlands,1,0,Friendly,Italy,False,Home Win
1990-09-26,Sweden,Bulgaria,2,0,Friendly,Sweden,False,Home Win
1990-09-26,Romania,Poland,2,1,Friendly,Romania,False,Home Win
1990-09-26,Czechoslovakia,Iceland,1,0,European Championship qual,Czechoslovakia,False,Home Win
1990-09-27,China,South Korea,0,2,Asian Games,China,False,Away Win
1990-09-27,Singapore,Pakistan,6,1,Asian Games,China,True,Home Win
1990-09-27,Hong Kong,Yemen,2,0,Asian Games,China,True,Home Win
1990-09-27,Thailand,Kuwait,2,1,Asian Games,China,True,Home Win
1990-09-28,Saudi Arabia,Japan,2,0,Asian Games,China,True,Home Win
1990-09-28,Iran,North Korea,2,1,Asian Games,China,True,Home Win
1990-09-30,Aruba,Netherlands Antilles,1,3,Friendly,Aruba,False,Away Win
1990-09-30,Niger,Ivory Coast,0,1,African Nations Cup qualifier,Niger,False,Away Win
1990-09-30,Togo,Ghana,0,1,African Nations Cup qualifier,Togo,False,Away Win
1990-09-30,Benin,Nigeria,0,1,African Nations Cup qualifier,Benin,False,Away Win
1990-09-30,Botswana,Cameroon,0,0,Friendly,Botswana,False,Draw
1990-10-01,Iran,Japan,1,0,Asian Games,China,True,Home Win
1990-10-01,China,Thailand,0,1,Asian Games,China,False,Away Win
1990-10-01,South Korea,Kuwait,1,0,Asian Games,China,True,Home Win
1990-10-01,North Korea,Saudi Arabia,0,0,Asian Games,China,True,Draw
1990-10-03,Iran,South Korea,1,0,Asian Games,China,True,Home Win
1990-10-03,North Korea,Thailand,1,0,Asian Games,China,True,Home Win
1990-10-05,South Korea,Thailand,1,0,Asian Games,China,True,Home Win
1990-10-06,Iran,North Korea,0,0,Asian Games,China,True,Draw
1990-10-09,Soviet Union,Israel,3,0,Friendly,Soviet Union,False,Home Win
1990-10-10,Spain,Iceland,2,1,European Championship qual,Spain,False,Home Win
1990-10-10,Sweden,West Germany,1,3,Friendly,Sweden,False,Away Win
1990-10-10,Denmark,Faroe Islands,4,1,European Championship qual,Denmark,False,Home Win
1990-10-10,Poland,United States,2,3,Friendly,Poland,False,Away Win
1990-10-10,Greece,Egypt,6,1,Friendly,Greece,False,Home Win
1990-10-10,Norway,Hungary,0,0,European Championship qual,Norway,False,Draw
1990-10-11,North Korea,South Korea,2,1,Friendly,North Korea,False,Home Win
1990-10-12,Niger,Mauritania,7,1,African Nations Cup qualifier,Niger,False,Home Win
1990-10-13,France,Czechoslovakia,2,1,European Championship qual,France,False,Home Win
1990-10-14,Ghana,Burkina Faso,2,0,African Nations Cup qualifier,Ghana,False,Home Win
1990-10-14,Benin,Togo,1,1,African Nations Cup qualifier,Benin,False,Draw
1990-10-17,Ireland,Turkey,5,0,European Championship qual,Ireland,False,Home Win
1990-10-17,Portugal,Netherlands,1,0,European Championship qual,Portugal,False,Home Win
1990-10-17,Hungary,Italy,1,1,European Championship qual,Hungary,False,Draw
1990-10-17,Northern Ireland,Denmark,1,1,European Championship qual,Northern Ireland,False,Draw
1990-10-17,Romania,Bulgaria,0,3,European Championship qual,Romania,False,Away Win
1990-10-17,England,Poland,2,0,European Championship qual,England,False,Home Win
1990-10-17,Scotland,Switzerland,2,1,European Championship qual,Scotland,False,Home Win
1990-10-17,Chile,Brazil,0,0,Friendly tournament,Chile,False,Draw
1990-10-17,Croatia,United States,2,1,Friendly,Croatia,False,Home Win
1990-10-17,Wales,Belgium,3,1,European Championship qual,Wales,False,Home Win
1990-10-23,South Korea,North Korea,1,0,Friendly,South Korea,False,Home Win
1990-10-31,Greece,Malta,4,0,European Championship qual,Greece,False,Home Win
1990-10-31,Hungary,Cyprus,4,2,European Championship qual,Hungary,False,Home Win
1990-10-31,Luxembourg,West Germany,2,3,European Championship qual,Luxembourg,False,Away Win
1990-10-31,Norway,Cameroon,6,1,Friendly,Norway,False,Home Win
1990-10-31,Yugoslavia,Austria,4,1,European Championship qual,Yugoslavia,False,Home Win
1990-11-01,New Caledonia,Vanuatu,0,1,Melanesian Cup,New Caledonia,False,Away Win
1990-11-01,Fiji,Solomon Islands,0,0,Melanesian Cup,New Caledonia,True,Draw
1990-11-03,Montserrat,Antigua and Barbuda,0,6,Leeward Islands Champ,Montserrat,False,Away Win
1990-11-03,New Caledonia,Papua New Guinea,2,1,Melanesian Cup,New Caledonia,False,Home Win
1990-11-03,Solomon Islands,Vanuatu,1,1,Melanesian Cup,New Caledonia,True,Draw
1990-11-03,Italy,Soviet Union,0,0,European Championship qual,Italy,False,Draw
1990-11-05,Vanuatu,Papua New Guinea,1,0,Melanesian Cup,New Caledonia,True,Home Win
1990-11-05,New Caledonia,Fiji,0,0,Melanesian Cup,New Caledonia,False,Draw
1990-11-06,Solomon Islands,Papua New Guinea,1,0,Melanesian Cup,New Caledonia,True,Home Win
1990-11-06,Fiji,Vanuatu,1,1,Melanesian Cup,New Caledonia,True,Draw
1990-11-07,Tunisia,Norway,1,3,Friendly,Tunisia,False,Away Win
1990-11-08,Brazil,Chile,0,0,Friendly tournament,Brazil,False,Draw
1990-11-08,New Caledonia,Solomon Islands,3,1,Melanesian Cup,New Caledonia,False,Home Win
1990-11-08,Fiji,Papua New Guinea,1,0,Melanesian Cup,New Caledonia,True,Home Win
1990-11-09,Angola,Mozambique,4,2,Friendly tournament,Angola,False,Home Win
1990-11-10,Congo,Mozambique,1,0,Friendly tournament,Angola,True,Home Win
1990-11-11,Tunisia,Finland,1,2,Friendly,Tunisia,False,Away Win
1990-11-11,Angola,Congo,1,0,Friendly tournament,Angola,False,Home Win
1990-11-14,Czechoslovakia,Spain,3,2,European Championship qual,Czechoslovakia,False,Home Win
1990-11-14,Turkey,Poland,0,1,European Championship qual,Turkey,False,Away Win
1990-11-14,Cyprus,Norway,0,3,European Championship qual,Cyprus,False,Away Win
1990-11-14,San Marino,Switzerland,0,4,European Championship qual,San Marino,False,Away Win
1990-11-14,Denmark,Yugoslavia,0,2,European Championship qual,Denmark,False,Away Win
1990-11-14,Luxembourg,Wales,0,1,European Championship qual,Luxembourg,False,Away Win
1990-11-14,Ireland,England,1,1,European Championship qual,Ireland,False,Draw
1990-11-14,Bulgaria,Scotland,1,1,European Championship qual,Bulgaria,False,Draw
1990-11-14,Austria,Northern Ireland,0,0,European Championship qual,Austria,False,Draw
1990-11-17,Albania,France,0,1,European Championship qual,Albania,False,Away Win
1990-11-18,Ethiopia,Tunisia,0,2,African Nations Cup qualifier,Ethiopia,False,Away Win
1990-11-18,Trinidad and Tobago,United States,0,0,Friendly tournament,Trinidad and Tobago,False,Draw
1990-11-18,Antigua and Barbuda,Saint Kitts,2,0,Leeward Islands Champ,Montserrat,True,Home Win
1990-11-21,United States,Soviet Union,0,0,Friendly tournament,Trinidad and Tobago,True,Draw
1990-11-21,Netherlands,Greece,2,0,European Championship qual,Netherlands,False,Home Win
1990-11-23,Trinidad and Tobago,Soviet Union,0,2,Friendly tournament,Trinidad and Tobago,False,Away Win
1990-11-25,Malta,Finland,1,1,European Championship qual,Malta,False,Draw
1990-11-29,Tanzania,Uganda,1,1,Friendly,Tanzania,False,Draw
1990-11-30,Guatemala,Soviet Union,0,3,Friendly,Guatemala,False,Away Win
1990-12-05,Romania,San Marino,6,0,European Championship qual,Romania,False,Home Win
1990-12-08,Slovenia,Bosnia and Herzegovina,2,0,Friendly,Slovenia,False,Home Win
1990-12-08,Zanzibar,Tanzania,0,0,CECAFA Cup,Zanzibar,False,Draw
1990-12-08,Congo,Chad,3,0,UDEAC Cup,Congo,False,Home Win
1990-12-09,Kenya,Uganda,2,2,CECAFA Cup,Zanzibar,True,Draw
1990-12-09,Malawi,Zimbabwe,0,0,CECAFA Cup,Zanzibar,True,Draw
1990-12-09,Cameroon,Gabon,2,1,UDEAC Cup,Congo,True,Home Win
1990-12-09,Antigua and Barbuda,Dominica,2,1,Friendly tournament,Antigua and Barbuda,False,Home Win
1990-12-11,Malawi,Tanzania,1,0,CECAFA Cup,Zanzibar,True,Home Win
1990-12-11,Gabon,Central African Republic,1,0,UDEAC Cup,Congo,True,Home Win
1990-12-12,Sudan,Kenya,2,1,CECAFA Cup,Zanzibar,True,Home Win
1990-12-12,Zanzibar,Zimbabwe,0,1,CECAFA Cup,Zanzibar,False,Away Win
1990-12-12,Chad,Equatorial Guinea,1,0,UDEAC Cup,Congo,True,Home Win
1990-12-12,Brazil,Mexico,0,0,Friendly,United States,True,Draw
1990-12-13,Cameroon,Central African Republic,3,0,UDEAC Cup,Congo,True,Home Win
1990-12-13,Congo,Equatorial Guinea,6,0,UDEAC Cup,Congo,False,Home Win
1990-12-14,Zanzibar,Malawi,2,1,CECAFA Cup,Zanzibar,False,Home Win
1990-12-14,Sudan,Uganda,2,2,CECAFA Cup,Zanzibar,True,Draw
1990-12-14,Tanzania,Zimbabwe,2,0,CECAFA Cup,Zanzibar,True,Home Win
1990-12-15,Cameroon,Chad,1,0,UDEAC Cup,Congo,True,Home Win
1990-12-15,Congo,Gabon,1,0,UDEAC Cup,Congo,False,Home Win
1990-12-17,Tanzania,Uganda,1,1,CECAFA Cup,Zanzibar,True,Draw
1990-12-17,Zanzibar,Sudan,0,1,CECAFA Cup,Zanzibar,False,Away Win
1990-12-17,Central African Republic,Equatorial Guinea,3,3,UDEAC Cup,Congo,True,Draw
1990-12-17,Chad,Gabon,2,1,UDEAC Cup,Congo,True,Home Win
1990-12-18,Congo,Cameroon,2,1,UDEAC Cup,Congo,False,Home Win
1990-12-18,Algeria,Senegal,1,0,Friendly,Algeria,False,Home Win
1990-12-19,Malta,Netherlands,0,8,European Championship qual,Malta,False,Away Win
1990-12-19,Greece,Poland,1,2,Friendly,Greece,False,Away Win
1990-12-19,Germany,Switzerland,4,0,Friendly,Germany,False,Home Win
1990-12-19,Spain,Albania,9,0,European Championship qual,Spain,False,Home Win
1990-12-19,Morocco,Senegal,0,0,Friendly,Morocco,False,Draw
1990-12-19,Zanzibar,Tanzania,1,2,CECAFA Cup,Zanzibar,False,Away Win
1990-12-19,Portugal,United States,1,0,Friendly,Portugal,False,Home Win
1990-12-20,Uganda,Sudan,2,0,CECAFA Cup,Zanzibar,True,Home Win
1990-12-22,Croatia,Romania,2,0,Friendly,Croatia,False,Home Win
1990-12-22,Cyprus,Italy,0,4,European Championship qual,Cyprus,False,Away Win
1991-01-06,Burkina Faso,Mali,2,0,Friendly,Burkina Faso,False,Home Win
1991-01-09,Burkina Faso,Niger,2,2,Friendly,Burkina Faso,False,Draw
1991-01-13,Burkina Faso,Nigeria,1,1,African Nations Cup qualifier,Burkina Faso,False,Draw
1991-01-13,Ghana,Benin,4,0,African Nations Cup qualifier,Ghana,False,Home Win
1991-01-13,Morocco,Ivory Coast,3,1,African Nations Cup qualifier,Morocco,False,Home Win
1991-01-16,Spain,Portugal,1,1,Friendly,Spain,False,Draw
1991-01-17,India,Hungary,1,2,Nehru Gold Cup,India,False,Away Win
1991-01-23,Greece,Portugal,3,2,European Championship qual,Greece,False,Home Win
1991-01-27,Togo,Nigeria,0,0,African Nations Cup qualifier,Togo,False,Draw
1991-01-27,Niger,Morocco,1,0,African Nations Cup qualifier,Niger,False,Home Win
1991-01-27,Benin,Burkina Faso,1,2,African Nations Cup qualifier,Benin,False,Away Win
1991-01-29,Mexico,Colombia,0,0,Friendly,Mexico,False,Draw
1991-01-30,Australia,Czechoslovakia,0,1,Friendly,Australia,False,Away Win
1991-02-01,United States,Switzerland,0,1,Friendly tournament,United States,False,Away Win
1991-02-03,Switzerland,Colombia,3,2,Friendly tournament,United States,True,Home Win
1991-02-05,Northern Ireland,Poland,3,1,Friendly,Northern Ireland,False,Home Win
1991-02-06,Australia,Czechoslovakia,0,2,Friendly,Australia,False,Away Win
1991-02-06,Malaysia,Indonesia,1,2,Independence Tournament,Malaysia,False,Away Win
1991-02-06,Guinea-Bissau,Gambia,2,1,Friendly,Guinea-Bissau,False,Home Win
1991-02-06,England,Cameroon,2,0,Friendly,England,False,Home Win
1991-02-06,Scotland,Soviet Union,0,1,Friendly,Scotland,False,Away Win
1991-02-06,Wales,Ireland,0,3,Friendly,Wales,False,Away Win
1991-02-07,Guinea-Bissau,Mauritania,2,0,Friendly,Guinea-Bissau,False,Home Win
1991-02-09,Malta,Portugal,0,1,European Championship qual,Malta,False,Away Win
1991-02-13,Italy,Belgium,0,0,Friendly,Italy,False,Draw
1991-02-15,Algeria,Cameroon,0,0,Friendly tournament,Senegal,True,Draw
1991-02-15,Senegal,Ivory Coast,0,0,Friendly tournament,Senegal,False,Draw
1991-02-17,Cameroon,Ivory Coast,1,1,Friendly tournament,Senegal,True,Draw
1991-02-17,Senegal,Algeria,2,2,Friendly tournament,Senegal,False,Draw
1991-02-17,Gambia,Mauritania,0,0,Friendly,The Gambia,True,Draw
1991-02-19,Argentina,Hungary,2,0,Friendly,Argentina,False,Home Win
1991-02-20,France,Spain,3,1,European Championship qual,France,False,Home Win
1991-02-20,Portugal,Malta,5,0,European Championship qual,Portugal,False,Home Win
1991-02-21,Bermuda,United States,1,0,Friendly,Bermuda,False,Home Win
1991-02-27,Brazil,Paraguay,1,1,Friendly,Brazil,False,Draw
1991-02-27,Belgium,Luxembourg,3,0,European Championship qual,Belgium,False,Home Win
1991-02-27,Turkey,Yugoslavia,1,1,Friendly,Turkey,False,Draw
1991-02-27,Cyprus,Greece,1,1,Friendly,Cyprus,False,Draw
1991-03-02,Suriname,French Guiana,3,0,Friendly,Suriname,False,Home Win
1991-03-05,Algeria,Tunisia,2,1,Friendly,Algeria,False,Home Win
1991-03-09,Uganda,Sudan,0,1,Friendly,Uganda,False,Away Win
1991-03-12,United States,Mexico,2,2,North American Champ,United States,False,Draw
1991-03-12,Liechtenstein,Switzerland,0,6,Friendly,Liechtenstein,False,Away Win
1991-03-13,Netherlands,Malta,1,0,European Championship qual,Netherlands,False,Home Win
1991-03-13,Poland,Finland,1,1,Friendly,Poland,False,Draw
1991-03-13,Argentina,Mexico,0,0,Friendly,Argentina,False,Draw
1991-03-14,Mexico,Canada,3,0,North American Champ,United States,True,Home Win
1991-03-16,United States,Canada,2,0,North American Champ,United States,False,Home Win
1991-03-27,Tunisia,Turkey,0,0,Friendly,Tunisia,False,Draw
1991-03-27,Morocco,Greece,0,0,Friendly,Morocco,False,Draw
1991-03-27,Argentina,Brazil,3,3,Friendly,Argentina,False,Draw
1991-03-27,Scotland,Bulgaria,1,1,European Championship qual,Scotland,False,Draw
1991-03-27,England,Ireland,1,1,European Championship qual,England,False,Draw
1991-03-27,Belgium,Wales,1,1,European Championship qual,Belgium,False,Draw
1991-03-27,Yugoslavia,Northern Ireland,4,1,European Championship qual,Yugoslavia,False,Home Win
1991-03-27,Spain,Hungary,2,4,Friendly,Spain,False,Away Win
1991-03-27,Germany,Soviet Union,2,1,Friendly,Germany,False,Home Win
1991-03-27,Czechoslovakia,Poland,4,0,Friendly,Czechoslovakia,False,Home Win
1991-03-27,San Marino,Romania,1,3,European Championship qual,San Marino,False,Away Win
1991-03-30,France,Albania,5,0,European Championship qual,France,False,Home Win
1991-04-03,Switzerland,Romania,0,0,European Championship qual,Switzerland,False,Draw
1991-04-03,Cyprus,Hungary,0,2,European Championship qual,Cyprus,False,Away Win
1991-04-03,Algeria,Morocco,2,2,Friendly,Algeria,False,Draw
1991-04-07,Sudan,Uganda,1,1,Friendly,Sudan,False,Draw
1991-04-07,Tunisia,Algeria,0,0,Friendly,Tunisia,False,Draw
1991-04-07,Mali,Burkina Faso,5,1,Friendly,Mali,False,Home Win
1991-04-09,Mexico,Chile,1,0,Friendly,Mexico,False,Home Win
1991-04-09,Denmark,Bulgaria,1,1,Friendly,Denmark,False,Draw
1991-04-12,Mauritania,Morocco,0,2,African Nations Cup qualifier,Mauritania,False,Away Win
1991-04-13,Nigeria,Ghana,0,0,African Nations Cup qualifier,Nigeria,False,Draw
1991-04-14,Guinea,Cameroon,0,0,African Nations Cup qualifier,Guinea,False,Draw
1991-04-14,Mali,Sierra Leone,0,0,African Nations Cup qualifier,Mali,False,Draw
1991-04-14,Swaziland,Madagascar,0,1,African Nations Cup qualifier,Swaziland,False,Away Win
1991-04-14,Angola,Zambia,1,2,African Nations Cup qualifier,Angola,False,Away Win
1991-04-14,Zaire,Gabon,2,1,African Nations Cup qualifier,Zaire,False,Home Win
1991-04-14,Uganda,Tanzania,3,2,African Nations Cup qualifier,Uganda,False,Home Win
1991-04-14,Sudan,Kenya,1,0,African Nations Cup qualifier,Sudan,False,Home Win
1991-04-14,Tunisia,Egypt,2,2,African Nations Cup qualifier,Tunisia,False,Draw
1991-04-14,Zimbabwe,Malawi,4,0,African Nations Cup qualifier,Zimbabwe,False,Home Win
1991-04-17,Spain,Romania,0,2,Friendly,Spain,False,Away Win
1991-04-17,Poland,Turkey,3,0,European Championship qual,Poland,False,Home Win
1991-04-17,Greece,Sweden,2,2,Friendly,Greece,False,Draw
1991-04-17,Netherlands,Finland,2,0,European Championship qual,Netherlands,False,Home Win
1991-04-17,Hungary,Soviet Union,0,1,European Championship qual,Hungary,False,Away Win
1991-04-17,Brazil,Romania,1,0,Friendly,Brazil,False,Home Win
1991-04-17,Costa Rica,Mexico,0,0,Friendly,Costa Rica,False,Draw
1991-04-17,Congo,Benin,1,2,Friendly,Congo,False,Away Win
1991-04-17,Austria,Norway,0,0,Friendly,Austria,False,Draw
1991-04-18,Nicaragua,El Salvador,2,3,N Am Ch & UNCAF Cup q,Nicaragua,False,Away Win
1991-04-21,Togo,Burkina Faso,1,0,African Nations Cup qualifier,Togo,False,Home Win
1991-04-25,El Salvador,Nicaragua,2,0,N Am Ch & UNCAF Cup q,El Salvador,False,Home Win
1991-04-27,Nigeria,Benin,3,0,African Nations Cup qualifier,Nigeria,False,Home Win
1991-04-27,Sierra Leone,Guinea,0,1,African Nations Cup qualifier,Sierra Leone,False,Away Win
1991-04-27,Tanzania,Zaire,1,0,African Nations Cup qualifier,Tanzania,False,Home Win
1991-04-28,Uganda,Gabon,0,0,African Nations Cup qualifier,Uganda,False,Draw
1991-04-28,Swaziland,Zambia,2,1,African Nations Cup qualifier,Swaziland,False,Home Win
1991-04-28,Mozambique,Sudan,1,0,African Nations Cup qualifier,Mozambique,False,Home Win
1991-04-28,Chad,Tunisia,0,0,African Nations Cup qualifier,Chad,False,Draw
1991-04-28,Congo,Malawi,2,1,African Nations Cup qualifier,Congo,False,Home Win
1991-04-28,Mali,Cameroon,0,2,African Nations Cup qualifier,Mali,False,Away Win
1991-04-29,Ghana,Togo,2,0,African Nations Cup qualifier,Ghana,False,Home Win
1991-04-30,Ivory Coast,Niger,1,0,African Nations Cup qualifier,Ivory Coast,False,Home Win
1991-05-01,Albania,Czechoslovakia,0,2,European Championship qual,Albania,False,Away Win
1991-05-01,Ireland,Poland,0,0,European Championship qual,Ireland,False,Draw
1991-05-01,Yugoslavia,Denmark,1,2,European Championship qual,Yugoslavia,False,Away Win
1991-05-01,Norway,Cyprus,3,0,European Championship qual,Norway,False,Home Win
1991-05-01,Bulgaria,Switzerland,2,3,European Championship qual,Bulgaria,False,Away Win
1991-05-01,Germany,Belgium,1,0,European Championship qual,Germany,False,Home Win
1991-05-01,Sweden,Austria,6,0,Friendly,Sweden,False,Home Win
1991-05-01,Northern Ireland,Faroe Islands,1,1,European Championship qual,Northern Ireland,False,Draw
1991-05-01,Wales,Iceland,1,0,Friendly,Wales,False,Home Win
1991-05-01,Turkey,England,0,1,European Championship qual,Turkey,False,Away Win
1991-05-01,San Marino,Scotland,0,2,European Championship qual,San Marino,False,Away Win
1991-05-01,Italy,Hungary,3,1,European Championship qual,Italy,False,Home Win
